symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
FPJM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FPRM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FRCL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FRSM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FTMM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FTSM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
FZCM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GAL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GAMON,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GATI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GATM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GEMBLUEX,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GEMMEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GEMPAPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GEMSPNL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GFIL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GGGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GHGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GHNI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GIL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GLAXO,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GOC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GTYR,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GVGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
GWLC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HAEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HAFL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HALEON,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HATM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HCAR,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HINO,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HINOON,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HRPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HTL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
HUBC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
IBFL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
IBLHL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
ICL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
IDSM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
ILP,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
IMAGE,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
INIL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
INKL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
IPAK,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
ISL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
ITTEFAQ,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
JDMT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
JDWS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
JSML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
JUBS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
JVDC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KCL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KHYT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHE,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KOHTM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KPUS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KSBP,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KSTM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
KTML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LCI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LEUL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LIVEN,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LOTCHEM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LPGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
LUCK,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MACFL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MACTER,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MARI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MEBL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MERIT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MFFL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MIIETF,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MLCF,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MQTM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MSCL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MTL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MUBT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MUGHAL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
MZNPETF,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NATF,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NATM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NCML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NESTLE,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NETSOL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NRL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NRSL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
NSRM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
OBOY,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
OCTOPUS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
OGDC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
OLPM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
OML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
ORM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PABC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAKD,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PAKOXY,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIBTL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PIOC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PKGS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PMI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
POML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
POWER,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PPP,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PREMA,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PRL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSO,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PSYL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
PTL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
QUET,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
QUICE,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
RCML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
REDCO,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
REWM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
RMPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
RPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
RUBY,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
RUPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SANSM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SARC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SASML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SAZEW,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SCL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SEARL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SERT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SFL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SGABL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SGF,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHCM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHDT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHEZ,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHFA,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SHSML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SINDM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SITC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SKRS,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SLGL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SMCPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SNAI,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SNGP,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SPEL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SPL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SSGC,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SSML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
SSOM,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
STCL,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
STJT,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
STML,2025-06-10,2025-12-02,2025-01-03,carried_forward_screening_snapshot,low,review_2024_h1,Carried forward from 2025-01-03; no trustworthy full screening table was available for this notice date.,False,True
